00:23 [AEU | 1: Alliance Communication] Eli Grey transmits, "How's it going?"

16:10    A slim laser beam burns into Overseeing Replicating Kinetic Sentinel Alpha!

16:10 Wait 5 seconds.

16:10 Wait 4 seconds.

16:10 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:10 Overseeing Replicating Kinetic Sentinel Alpha aims its RATS kinetic rail at Constantine Stone (League Infantryman) and fires!
   A solid chunk of metal slams into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 25%!

16:10 Wait 3 seconds.

16:10 Constantine Stone (League Infantryman) fires a bright flare high into the air!

16:10 Wait 2 seconds.

16:10 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Overseeing Replicating Kinetic Sentinel Alpha and fires!

16:10    A slim laser beam burns into Overseeing Replicating Kinetic Sentinel Alpha!

16:10 Wait 1 second.

16:10 You aim your dual gravitic projector at Overseeing Replicating Kinetic Sentinel Alpha and fire!

16:10    A bolt of pure force ripples toward Overseeing Replicating Kinetic Sentinel Alpha! One hit!
   You do 35 damage to Overseeing Replicating Kinetic Sentinel Alpha! Grazing hit.
(7 seconds roundtime.)

16:10 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:10    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:10 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Overseeing Replicating Kinetic Sentinel Alpha and fires!

16:10    A slim laser beam burns into Overseeing Replicating Kinetic Sentinel Alpha!

16:10 Constantine Stone (League Infantryman) aims his railgun at Overseeing Replicating Kinetic Sentinel Alpha and fires!
   The high-acceleration bullet impacts Overseeing Replicating Kinetic Sentinel Alpha!

16:10 Overseeing Replicating Kinetic Sentinel Alpha hurls a RATS grenade at Constantine Stone (League Infantryman)!
   The grenade lands near Constantine Stone (League Infantryman) and explodes!
      Constantine Stone (League Infantryman)'s damage level exceeds 20%!
   You, Constantine Stone (League Infantryman), Johnathon Triggs (AISSF Rental Basic Combat Armour), and Cadet Katie Celayla (AEU Light Combatant) are hit!
      Johnathon Triggs (AISSF Rental Basic Combat Armour)'s damage level exceeds 10%!

16:10 Wait 1 second.

16:10 You aim your dual gravitic projector at Overseeing Replicating Kinetic Sentinel Alpha and fire!

16:10    A bolt of pure force ripples toward Overseeing Replicating Kinetic Sentinel Alpha! Two hits!
   You do 86 damage to Overseeing Replicating Kinetic Sentinel Alpha!
      Overseeing Replicating Kinetic Sentinel Alpha's damage level exceeds 90%!
(7 seconds roundtime.)

16:10 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Overseeing Replicating Kinetic Sentinel Alpha and fires!

16:10    A slim laser beam burns into Overseeing Replicating Kinetic Sentinel Alpha!

16:10 Cadet Katie Celayla (AEU Light Combatant) aims her laser pistol at Overseeing Replicating Kinetic Sentinel Alpha and fires!

16:10    The slim laser beam burns into Overseeing Replicating Kinetic Sentinel Alpha!

16:10 Constantine Stone (League Infantryman) aims his railgun at Overseeing Replicating Kinetic Sentinel Alpha and fires!

16:10    The high-acceleration bullet impacts Overseeing Replicating Kinetic Sentinel Alpha!
      Overseeing Replicating Kinetic Sentinel Alpha's armor suddenly crumples, several electrical components sparking as they fail.
Overseeing Replicating Kinetic Sentinel Alpha drops one of an energy bottle.
Overseeing Replicating Kinetic Sentinel Alpha drops one of a space-grade detonator.
Overseeing Replicating Kinetic Sentinel Alpha drops a damaged RATS central nervous system analogue and a portion of a RATS deep space battery.
   The objects all fall near you.
Wait 4 seconds.

16:10 Near you are a damaged RATS central nervous system analogue and a portion of a RATS deep space battery.

16:10 Constantine Stone cheers.

16:10 Near you are a damaged RATS central nervous system analogue and a portion of a RATS deep space battery.

16:10 Cadet Katie Celayla picks up a space-grade detonator.
Cadet Katie Celayla (AEU Light Combatant) gazes at a space-grade detonator for a moment, then sets it back on the ground.

16:10 Constantine Stone says, "Good job."

16:10 You pick up a portion of a RATS deep space battery.

16:10 You place a portion of a RATS deep space battery into your battlesuit's storage.

16:10 Johnathon Triggs (AISSF Rental Basic Combat Armour) prepares to use Microrestoration!

16:10 You pick up a damaged RATS central nervous system analogue.

16:10 You place a damaged RATS central nervous system analogue into your battlesuit's storage.

16:10 Johnathon Triggs says, "That wasn't bad."

16:10 Johnathon Triggs (AISSF Rental Basic Combat Armour) releases a small group of microdrones.

16:10    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of microdrones!

16:10 You say, "Nope."

16:10 [RATS Nest Interior] (inside a battlesuit)

16:10 This is the interior of the nest. There is no light here save that provided by battlesuit torches. Tunnels twist here and there, many too small for you to navigate. The walls possess a manufactured regularity, while the layout seems organic and unpredictable. The tunnel abruptly narrows here in a guarded chokepoint.
You see the wreckage of Overseeing Replicating Kinetic Sentinel Alpha, Constantine Stone (League Infantryman), Johnathon Triggs (AISSF Rental Basic Combat Armour), Cadet Katie Celayla (AEU Light Combatant), an energy bottle, and a space-grade detonator here.
You can go northeast and southwest.

16:10 Johnathon Triggs says, "They're usually worse..."

16:10 You peer southwest...

16:10 
[RATS Nest Interior] (inside a battlesuit)
This is the interior of the nest. There is no light here save that provided by battlesuit torches. Tunnels twist here and there, many too small for you to navigate. The walls possess a manufactured regularity, while the layout seems organic and unpredictable. The tunnel abruptly narrows here in a guarded chokepoint.
You see Guardian Nanite Utilizing Soldier Alpha here.
You can go northeast and southwest.

16:11 You say, "Don't wish for it."

16:11 Cadet Katie Celayla picks up an energy bottle.

16:11 Cadet Katie Celayla (AEU Light Combatant) gazes at an energy bottle for a moment, then sets it back on the ground.

16:11 Constantine Stone laughs.

16:11 Johnathon Triggs exclaims, "I don't!"

16:11 You grin.

16:11 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:11 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:11    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:11 Johnathon Triggs says, "Just saying that last SHREW was worse, than this ORK."

16:11 You say, "True."

16:11 Johnathon Triggs says to Constantine Stone, "Did something differrent?"

16:11 Constantine Stone says, "I blinded it."

16:11 Johnathon Triggs nods.

16:11 Constantine Stone says, "It also didn't throw many grenades."

16:11 Johnathon Triggs says, "That makes a huge differnce."

16:11 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Come on, we can reach our performance goals if we try!"

16:11 You nod.

16:11 Constantine Stone says, "That's really just luck of the draw."

16:11 Constantine Stone shrugs.

16:12 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:12 Johnathon Triggs says, "True."

16:12 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:12    Johnathon Triggs (AISSF Rental Basic Combat Armour) is rapidly repaired by a swarm of minidrones!

16:12 Constantine Stone says, "Okay, restore when ready."

16:12 Johnathon Triggs (AISSF Rental Basic Combat Armour) prepares to use Reconstructive Microdrones!

16:12 Johnathon Triggs (AISSF Rental Basic Combat Armour) releases a small group of specialized microdrones.

16:12    Constantine Stone (League Infantryman) begins regenerating!
   Constantine Stone (League Infantryman) is affected!

16:12 Constantine Stone says, "Alpha."

16:12 Constantine Stone moves southwest.

16:12 You move southwest.

16:12 [RATS Nest Interior] (inside a battlesuit)
You see Guardian Nanite Utilizing Soldier Alpha and Constantine Stone (League Infantryman) here.
You can go northeast and southwest.
You move into the area.
Johnathon Triggs moves into the area.

16:12 You aim your dual gravitic projector at Guardian Nanite Utilizing Soldier Alpha and fire!

16:12 Laser guidance wears off.
Illuminate wears off.
   A bolt of pure force ripples toward Guardian Nanite Utilizing Soldier Alpha! Two hits!
   You do 63 damage to Guardian Nanite Utilizing Soldier Alpha!
(7 seconds roundtime.)
Guardian Nanite Utilizing Soldier Alpha hurls a stream of metal-eating nanites at Constantine Stone (League Infantryman)!
   Constantine Stone (League Infantryman) is hit!
Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!
   A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:12 Cadet Katie Celayla moves into the area.

16:12 Constantine Stone (League Infantryman) paints each target with a bright laser guide!

16:12    You, Johnathon Triggs (AISSF Rental Basic Combat Armour), Cadet Katie Celayla (AEU Light Combatant), and Constantine Stone (League Infantryman) are affected!
Your accuracy has increased!
   You, Johnathon Triggs (AISSF Rental Basic Combat Armour), Cadet Katie Celayla (AEU Light Combatant), and Constantine Stone (League Infantryman) are affected!
Your predictive targeting systems are more effective!
Constantine Stone (League Infantryman) regenerates!

16:12 Wait 4 seconds.

16:12 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!

16:12    A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:12 Wait 3 seconds.

16:12 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:12 Wait 2 seconds.

16:12 Wait 1 second.

16:12 Wait 1 second.

16:12 Guardian Nanite Utilizing Soldier Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!

16:12    The laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 10%!

16:12 You aim your dual gravitic projector at Guardian Nanite Utilizing Soldier Alpha and fire!
   A bolt of pure force ripples toward Guardian Nanite Utilizing Soldier Alpha! One hit!
   You do 39 damage to Guardian Nanite Utilizing Soldier Alpha! Grazing hit.
(7 seconds roundtime.)
Constantine Stone (League Infantryman) illuminates the scene in a bright light!
   You, Johnathon Triggs (AISSF Rental Basic Combat Armour), Cadet Katie Celayla (AEU Light Combatant), and Constantine Stone (League Infantryman) are affected!
Your damage has increased!

16:12 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!

16:12    A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:12 Constantine Stone (League Infantryman) regenerates!

16:12 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:12    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:12 Wait 4 seconds.

16:12 Wait 3 seconds.

16:12 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!
   A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:12 Wait 2 seconds.

16:12 Guardian Nanite Utilizing Soldier Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!

16:12    The laser beam burns into Constantine Stone (League Infantryman)!

16:12 Wait 1 second.
Constantine Stone (League Infantryman) radiates light over his battlesuit.
   Constantine Stone (League Infantryman) is affected!

16:12 Constantine Stone (League Infantryman) regenerates!

16:12 Wait 1 second.

16:12 You aim your dual gravitic projector at Guardian Nanite Utilizing Soldier Alpha and fire!

16:12    A bolt of pure force ripples toward Guardian Nanite Utilizing Soldier Alpha! Two hits!
   You do 94 damage to Guardian Nanite Utilizing Soldier Alpha!
      Guardian Nanite Utilizing Soldier Alpha's damage level exceeds 25%!
(7 seconds roundtime.)

16:12 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!

16:12    A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:12 Wait 3 seconds.

16:12 Guardian Nanite Utilizing Soldier Alpha prepares to use RATS Minor Group Metal Erosion!

16:12 Constantine Stone (League Infantryman) aims his railgun at Guardian Nanite Utilizing Soldier Alpha and fires!
   The high-acceleration bullet impacts Guardian Nanite Utilizing Soldier Alpha!
      Guardian Nanite Utilizing Soldier Alpha's ability preparation is interrupted!
Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!
   A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:12 Constantine Stone (League Infantryman) regenerates!

16:12 Wait 2 seconds.

16:12 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:12 Wait 1 second.

16:12 You aim your dual gravitic projector at Guardian Nanite Utilizing Soldier Alpha and fire!

16:12    A bolt of pure force ripples toward Guardian Nanite Utilizing Soldier Alpha! One hit!
   You do 41 damage to Guardian Nanite Utilizing Soldier Alpha! Grazing hit.
      Guardian Nanite Utilizing Soldier Alpha's damage level exceeds 50%!
(7 seconds roundtime.)

16:12 Guardian Nanite Utilizing Soldier Alpha aims its RATS powered mining laser at Constantine Stone (League Infantryman) and fires!

16:12    The slim laser beam burns into Constantine Stone (League Infantryman)!
Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!
   A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:13 Constantine Stone (League Infantryman) aims his railgun at Guardian Nanite Utilizing Soldier Alpha and fires!

16:13    The high-acceleration bullet impacts Guardian Nanite Utilizing Soldier Alpha!

16:13 Constantine Stone (League Infantryman) regenerates!

16:13 Wait 3 seconds.

16:13 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:13    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:13 Wait 1 second.

16:13 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!

16:13    A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:13 Guardian Nanite Utilizing Soldier Alpha aims its RATS powered mining laser at Constantine Stone (League Infantryman) and fires!
   The slim laser beam burns into Constantine Stone (League Infantryman)!

16:13 You aim your dual gravitic projector at Guardian Nanite Utilizing Soldier Alpha and fire!
   A bolt of pure force ripples toward Guardian Nanite Utilizing Soldier Alpha! Two hits!
   You do 85 damage to Guardian Nanite Utilizing Soldier Alpha!
      Guardian Nanite Utilizing Soldier Alpha's damage level exceeds 75%!
(7 seconds roundtime.)

16:13 Constantine Stone (League Infantryman) aims his railgun at Guardian Nanite Utilizing Soldier Alpha and fires!

16:13    The high-acceleration bullet impacts Guardian Nanite Utilizing Soldier Alpha!

16:13 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!
   A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:13 Constantine Stone (League Infantryman) regenerates!

16:13 Wait 3 seconds.

16:13 Cadet Katie Celayla (AEU Light Combatant) aims her laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!
   The slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:13 Guardian Nanite Utilizing Soldier Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!
   The laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 10%!

16:13 Wait 2 seconds.

16:13 Wait 1 second.

16:13 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!

16:13    A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!
      Guardian Nanite Utilizing Soldier Alpha's damage level exceeds 90%!

16:13 You aim your dual gravitic projector at Guardian Nanite Utilizing Soldier Alpha and fire!

16:13    A bolt of pure force ripples toward Guardian Nanite Utilizing Soldier Alpha! One hit!
   You do 38 damage to Guardian Nanite Utilizing Soldier Alpha! Grazing hit.
(7 seconds roundtime.)

16:13 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:13 Constantine Stone (League Infantryman) aims his railgun at Guardian Nanite Utilizing Soldier Alpha and fires!

16:13    Miss!

16:13 Guardian Nanite Utilizing Soldier Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!

16:13    The laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 10%!
Wait 4 seconds.

16:13 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!

16:13    A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!

16:13 Wait 2 seconds.

16:13 Wait 1 second.

16:13 Wait 1 second.

16:13 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.
   Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:13 Constantine Stone (League Infantryman) fires a bright flare high into the air!
Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Guardian Nanite Utilizing Soldier Alpha and fires!
   A slim laser beam burns into Guardian Nanite Utilizing Soldier Alpha!
      Guardian Nanite Utilizing Soldier Alpha's armor suddenly crumples, several electrical components sparking as they fail.
Guardian Nanite Utilizing Soldier Alpha drops one of a one-use repair drone.
Guardian Nanite Utilizing Soldier Alpha drops a small pile of half-synthesized metals, a portion of a RATS constructor, and a portion of a RATS deep space battery.

16:13 The wreckage of Guardian Nanite Utilizing Soldier Alpha is already destroyed.

16:13 In the area are a small pile of half-synthesized metals, a portion of a RATS constructor, and a portion of a RATS deep space battery.

16:13 Constantine Stone picks up a small pile of half-synthesized metals.

16:13 Cadet Katie Celayla picks up a portion of a RATS deep space battery.

16:13 Constantine Stone picks up a portion of a RATS constructor.

16:13 You peer southwest...

16:13 
[RATS Nest Interior] (inside a battlesuit)
This is the interior of the nest. There is no light here save that provided by battlesuit torches. Tunnels twist here and there, many too small for you to navigate. The walls possess a manufactured regularity, while the layout seems organic and unpredictable.
You can go northeast and southwest.

16:13 Constantine Stone says, "Clear."

16:13 Constantine Stone moves southwest.

16:13 Johnathon Triggs moves southwest.

16:13 You move southwest.

16:13 [RATS Nest Interior] (inside a battlesuit)
You see Constantine Stone (League Infantryman) and Johnathon Triggs (AISSF Rental Basic Combat Armour) here.
You can go northeast and southwest.
You move into the area.

16:13 [RATS Nest Interior] (inside a battlesuit)

16:13 This is the interior of the nest. There is no light here save that provided by battlesuit torches. Tunnels twist here and there, many too small for you to navigate. The walls possess a manufactured regularity, while the layout seems organic and unpredictable.
You see Constantine Stone (League Infantryman) and Johnathon Triggs (AISSF Rental Basic Combat Armour) here.
You can go northeast and southwest.

16:13 Constantine Stone says, "Yikes."

16:13 You peer southwest...

16:13 
[RATS Nest Interior] (inside a battlesuit)
This is the interior of the nest. There is no light here save that provided by battlesuit torches. Tunnels twist here and there, many too small for you to navigate. The walls possess a manufactured regularity, while the layout seems organic and unpredictable.
You see Sentry Horde Replicator and Enhanced Warrior Alpha and Overseeing Replicating Kinetic Sentinel Beta here.
You can go northeast, southeast, and southwest.

16:13 Cadet Katie Celayla moves into the area.

16:13 Johnathon Triggs says, "SHREW and ORK."

16:13 Constantine Stone says, "Well, good thing I have blind back."

16:13 Cadet Katie Celayla says, "Hadayum."

16:14 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:14 You say, "This should be fun."

16:14 You chuckle.

16:14 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:14    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

16:14 Constantine Stone says, "I guess I'll blind beta and we'll focus on alpha."

16:14 Johnathon says to you, "Hell.. is not fun."

16:14 Johnathon Triggs chuckles.

16:14 You laugh.

16:14 Johnathon Triggs nods to Constantine Stone.

16:14 You say to Johnathon Triggs, "Depends on if you like it hot or not."

16:14 Cadet Katie Celayla smirks.

16:14 Cadet Katie Celayla says, "Obviously you like it hot, you brought me.."

16:14 Constantine Stone whistles.

16:14 You grin at Cadet Katie Celayla.

16:14 Constantine Stone says, "Okay, restore when ready."

16:15 Johnathon says to you, "Nah. That's why I'm is space. Because it's cool."

16:15 You ask, "Alpha or beta first?"

16:15 You say, "Pick one."

16:15 Constantine Stone says, "Alpha first."

16:15 You say, "Copy."

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) prepares to use Reconstructive Microdrones!

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) releases a small group of specialized microdrones.

16:15    Constantine Stone (League Infantryman) begins regenerating!
   Constantine Stone (League Infantryman) is affected!

16:15 Constantine Stone says, "Alpha."

16:15 Constantine Stone moves southwest.

16:15 You move southwest.

16:15 [RATS Nest Interior] (inside a battlesuit)
You see Sentry Horde Replicator and Enhanced Warrior Alpha, Overseeing Replicating Kinetic Sentinel Beta, and Constantine Stone (League Infantryman) here.
You can go northeast, southeast, and southwest.
You move into the area.

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha turns toward you.

16:15 [Squad Communication] Johnathon Triggs says, "You're going to need that."

16:15 Cadet Katie Celayla moves into the area.

16:15 Johnathon Triggs moves into the area.
You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!
Laser guidance wears off.
Illuminate wears off.
   A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! One hit!
   You do 30 damage to Sentry Horde Replicator and Enhanced Warrior Alpha! Grazing hit.
(7 seconds roundtime.)

16:15 Wait 5 seconds.

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!
Sentry Horde Replicator and Enhanced Warrior Alpha turns toward Johnathon Triggs (AISSF Rental Basic Combat Armour).

16:15 Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!

16:15 Wait 4 seconds.

16:15 Wait 3 seconds.

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS defensive laser at Johnathon Triggs (AISSF Rental Basic Combat Armour) and fires!
   The laser beam burns into Johnathon Triggs (AISSF Rental Basic Combat Armour)!
Sentry Horde Replicator and Enhanced Warrior Alpha turns toward you.
      Johnathon Triggs (AISSF Rental Basic Combat Armour)'s damage level exceeds 10%!

16:15 Constantine Stone (League Infantryman) fires a bright flare high into the air!

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha turns toward Constantine Stone (League Infantryman).

16:15 Wait 2 seconds.

16:15 Wait 1 second.

16:15 Overseeing Replicating Kinetic Sentinel Beta hurls a RATS grenade at Constantine Stone (League Infantryman)!

16:15    Miss!
Constantine Stone (League Infantryman) regenerates!

16:15 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:15    A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! One hit!
   You do 41 damage to Sentry Horde Replicator and Enhanced Warrior Alpha!
(7 seconds roundtime.)

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.

16:15    Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!
Wait 5 seconds.

16:15 Constantine Stone (League Infantryman) paints each target with a bright laser guide!
   You, Cadet Katie Celayla (AEU Light Combatant), Johnathon Triggs (AISSF Rental Basic Combat Armour), and Constantine Stone (League Infantryman) are affected!
Your accuracy has increased!
   You, Cadet Katie Celayla (AEU Light Combatant), Johnathon Triggs (AISSF Rental Basic Combat Armour), and Constantine Stone (League Infantryman) are affected!
Your predictive targeting systems are more effective!

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!

16:15    The laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 10%!

16:15 Wait 3 seconds.

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!
   A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 Wait 2 seconds.

16:15 Constantine Stone (League Infantryman) regenerates!

16:15 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:15    A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! One hit!
   You do 40 damage to Sentry Horde Replicator and Enhanced Warrior Alpha!
(7 seconds roundtime.)

16:15 Constantine Stone (League Infantryman) illuminates the scene in a bright light!

16:15    You, Cadet Katie Celayla (AEU Light Combatant), Johnathon Triggs (AISSF Rental Basic Combat Armour), and Constantine Stone (League Infantryman) are affected!
Your damage has increased!

16:15 Cadet Katie Celayla (AEU Light Combatant) aims her laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!
   The slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!
Overseeing Replicating Kinetic Sentinel Beta aims its RATS kinetic rail at Constantine Stone (League Infantryman) and fires!
   Miss!

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!
   A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!

16:15    The laser beam burns into Constantine Stone (League Infantryman)!
Wait 5 seconds.

16:15 Wait 3 seconds.

16:15 Constantine Stone (League Infantryman) regenerates!

16:15 Wait 2 seconds.

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 You aim your dual gravitic projector at Sentry Horde Replicator and Enhanced Warrior Alpha and fire!

16:15    A bolt of pure force ripples toward Sentry Horde Replicator and Enhanced Warrior Alpha! One hit!
   You do 36 damage to Sentry Horde Replicator and Enhanced Warrior Alpha! Grazing hit.
(7 seconds roundtime.)
Cadet Katie Celayla (AEU Light Combatant) prepares to use Minor Repair!
Constantine Stone (League Infantryman) radiates light over his battlesuit.
   Constantine Stone (League Infantryman) is affected!

16:15 Sentry Horde Replicator and Enhanced Warrior Alpha aims its RATS defensive laser at Constantine Stone (League Infantryman) and fires!

16:15    The laser beam burns into Constantine Stone (League Infantryman)!
      Constantine Stone (League Infantryman)'s damage level exceeds 20%!

16:15 Overseeing Replicating Kinetic Sentinel Beta hurls a RATS grenade at Constantine Stone (League Infantryman)!

16:15    Miss!

16:15 Wait 4 seconds.

16:15 Johnathon Triggs (AISSF Rental Basic Combat Armour) aims his laser-sighted laser pistol at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    A slim laser beam burns into Sentry Horde Replicator and Enhanced Warrior Alpha!

16:15 Wait 4 seconds.

16:15 Constantine Stone (League Infantryman) regenerates!

16:15 Wait 2 seconds.

16:15 Constantine Stone (League Infantryman) aims his railgun at Sentry Horde Replicator and Enhanced Warrior Alpha and fires!

16:15    The high-acceleration bullet impacts Sentry Horde Replicator and Enhanced Warrior Alpha!
Wait 1 second.
Cadet Katie Celayla (AEU Light Combatant) releases a small group of minidrones.
   Constantine Stone (League Infantryman) is rapidly repaired by a swarm of minidrones!

